25967	25975	8
26071	26087	16
26104	26129	25
26119	26129	10
26169	26180	11
26182	26201	19
26185	26201	16
26230	26242	12
26244	26250	6
26522	26531	9
26578	26604	26
26611	26617	6
26637	26668	31
26692	26704	12
26771	26807	36
26792	26807	15
26846	26856	10
26895	26902	7
27201	27210	9
27255	27263	8
27358	27380	22
27372	27380	8
27393	27401	8
27755	27760	5
27824	27832	8
27867	27874	7
27893	27900	7
27949	27970	21
27964	27970	6
27984	28009	25
27993	28009	16
28024	28033	9
28080	28098	18
28206	28214	8
28227	28250	23
28273	28297	24
28283	28297	14
28304	28317	13
28358	28382	24
28448	28469	21
28514	28524	10
28573	28582	9
28593	28600	7
28640	28662	22
28665	28677	12
28733	28743	10
28900	28952	52
28910	28952	42
28919	28952	33
28972	29007	35
29078	29128	50
29221	29232	11
29236	29283	47
29291	29302	11
29402	29409	7
29474	29479	5
29503	29518	15
29537	29606	69
29557	29606	49
29617	29623	6
29648	29659	11
29770	29816	46
29791	29816	25
29805	29816	11
29838	29845	7
29865	29903	38
